id,fecha,monto,vehicle_id,comentarios,tipo_gasto,subtipo_gasto,clasificacion_confianza,requiere_revision
91caa34d-6dca-4701-8872-ee51fa2adcc6,2025-11-04,15,38,VERSA 38 CORREGIR TUBO DE ESCAPE · Excel GASTOS fila 5412 [origen gastos_caja id=5396],operativo_vehiculo,motor,0.55,true
e2ca67d4-d1cf-4d47-8e3b-4e3e8d295253,2025-11-04,170,49,VERSA 49 SUPLES Y MOD POR PUENTE (NUEVO PUENTE PAGA DANEIL ) · Excel GASTOS fila 5415 [origen gastos_caja id=5399],operativo_vehiculo,motor,0.55,true
8fca4367-0555-4039-859e-c4d7656b082f,2026-01-06,14,23,VERSA 23 GAS · Excel GASTOS fila 5793 [origen gastos_caja id=5777],operativo_vehiculo,motor,0.55,true
5fa93290-8a88-4fad-b261-8918eab638ae,2026-01-29,150,63,VERSA 63 PERMISO EJECUTIVO · Excel GASTOS fila 5875 [origen gastos_caja id=5859],operativo_vehiculo,motor,0.55,true
3b8feb29-2b28-4f66-9798-15dbabcddee1,2026-02-04,30,22,VERSA 22 LIQUIDO FRENO · Excel GASTOS fila 6008 [origen gastos_caja id=5992],operativo_vehiculo,frenos,0.55,true
35e8adc1-bae7-46a4-b056-85e600292420,2026-02-04,30,80,VERNA 80 LIMPIEZA Y REGULACION · Excel GASTOS fila 6066 [origen gastos_caja id=6050],operativo_vehiculo,motor,0.55,true
d4b379f0-0baf-4e96-97f9-77f8759e536e,2026-02-24,90,53,versa 53 2 bieletas · Excel GASTOS fila 6259 [origen gastos_caja id=6243],operativo_vehiculo,motor,0.55,true
760671a4-5641-41f8-976a-d2fe16d4a340,2026-03-30,20,75,VERSA 75 BUK 151 regulación de freno posterior 20 · Excel GASTOS fila 6336 [origen gastos_caja id=6319],operativo_vehiculo,frenos,0.55,true
fa44dae1-89d2-4297-97ce-92e294118d4b,2020-10-07,675,8,YARIS 08 · Excel GASTOS fila 95 [origen gastos_caja id=92],operativo_vehiculo,motor,0.55,true
8556c9cb-1ac3-4a0c-a653-95698ef6cf31,2026-04-06,20,13,RIO 13 ARREGLO ASIENTO PILOTO · Excel GASTOS fila 6525 [origen gastos_caja id=6508],operativo_vehiculo,motor,0.55,true
093faf65-dbb1-4a96-9c79-7bd54840c29b,2026-04-06,14,70,VERSA 70 2 ENLALNTES · Excel GASTOS fila 6528 [origen gastos_caja id=6511],operativo_vehiculo,motor,0.55,true
3dcbab42-e53e-4aa0-8940-837fbeb1faed,2020-11-21,50,1,ARREGLO YARIS 01 · Excel GASTOS fila 146 [origen gastos_caja id=143],operativo_vehiculo,motor,0.55,true
e40fc156-5ef3-4f6f-a4e7-facd4c90c5f1,2020-12-03,675,4,YARIS 04 · Excel GASTOS fila 157 [origen gastos_caja id=154],operativo_vehiculo,motor,0.55,true
2d2bcb05-cfcd-4700-a2ac-c52207bbb51e,2020-12-03,675,8,YARIS 08 · Excel GASTOS fila 159 [origen gastos_caja id=156],operativo_vehiculo,motor,0.55,true
7fd3c26a-6c31-4d58-aa7f-f51e3d1a9047,2020-12-07,130,2,yaris 02 valvula de presion · Excel GASTOS fila 174 [origen gastos_caja id=171],operativo_vehiculo,motor,0.55,true
a6d7c97b-fa84-41fe-bd21-8365ab8d5204,2021-05-05,520,9,YARIS 09 · Excel GASTOS fila 252 [origen gastos_caja id=249],operativo_vehiculo,motor,0.55,true
08009d1e-dd92-4f15-ad2c-45b172dcc107,2021-05-05,260,5,YARIS 05 · Excel GASTOS fila 253 [origen gastos_caja id=250],operativo_vehiculo,motor,0.55,true
d4cbb5ba-aeb9-4efc-b764-b4ce8f40973b,2021-06-09,100,4,YARIS 04 CENSOR OXIGENO · Excel GASTOS fila 268 [origen gastos_caja id=265],operativo_vehiculo,motor,0.55,true
fc9dea18-429d-4a94-a695-75526f411896,2022-01-06,50,9,ESPEJO YARIS 09 ARREGLO · Excel GASTOS fila 442 [origen gastos_caja id=435],operativo_vehiculo,motor,0.55,true
52c755d8-9152-4cc6-81e2-87e17b72c25e,2022-02-09,90,8,CINTA Y CLAXON YARIS 08 MEDIA CON MM · Excel GASTOS fila 478 [origen gastos_caja id=471],operativo_vehiculo,motor,0.55,true
94da5c63-2ec2-4290-9a38-e61460eda157,2022-03-03,20,6,YARIS 06 ARREGLO FARO · Excel GASTOS fila 496 [origen gastos_caja id=489],operativo_vehiculo,motor,0.55,true
26c279f8-3c76-4379-a288-b0beb7b5c32f,2022-03-07,340,3,VERSA 03 CAMBIO DISCOS DE FRENO Y MANO DE OBRA · Excel GASTOS fila 500 [origen gastos_caja id=493],operativo_vehiculo,frenos,0.55,true
b5699ca1-b214-44cb-bebf-675c46d370a4,2022-03-24,50,4,YARIS 04 ARREGLO BASE AMORTIGUADRO GUMER · Excel GASTOS fila 538 [origen gastos_caja id=531],operativo_vehiculo,motor,0.55,true
6d17496c-f1db-4ee4-b32e-268dfed37f72,2022-07-04,210,5,yaris 05 valvula de gass tanque nueva · Excel GASTOS fila 726 [origen gastos_caja id=719],operativo_vehiculo,motor,0.55,true
6ec715cd-8475-4265-856f-5188613dad1b,2022-08-20,20,8,yaris 08 mant frenos · Excel GASTOS fila 781 [origen gastos_caja id=774],operativo_vehiculo,frenos,0.55,true
f3c4da09-0995-4921-848a-5029414ee50a,2022-09-02,920,1,2 CERTIFICADO QUINQUENAL + 2 VALVULAS YARIS 01/02 ROMANO · Excel GASTOS fila 802 [origen gastos_caja id=795],operativo_vehiculo,motor,0.55,true
833ac282-f1eb-4943-bffd-699a353b49eb,2023-09-07,30,5,YARIS 05 PLUMILLAS YENNY · Excel GASTOS fila 1634 [origen gastos_caja id=1620],operativo_vehiculo,motor,0.55,true
7c4b4a58-b9e7-469f-a097-f3d0cab8a871,2023-10-03,120,9,YARIS 09 1/2 VALVULA PCV Y SIMPLE · Excel GASTOS fila 1707 [origen gastos_caja id=1693],operativo_vehiculo,motor,0.55,true
990c7606-4058-4ab0-b9a4-855c1b21fbe4,2023-11-03,120,9,YARIS 09 2/2 VALVULA PCV Y SIMPLE · Excel GASTOS fila 1851 [origen gastos_caja id=1837],operativo_vehiculo,motor,0.55,true
437e7080-48a4-4755-85d8-834b8227e61a,2023-10-05,80,6,YARIS 06 CUADARADA DE PARACHOQUES · Excel GASTOS fila 1909 [origen gastos_caja id=1895],operativo_vehiculo,motor,0.55,true
fc9f1f0b-4733-4667-b3e0-a65288dd2c13,2023-12-07,45,9,YARIS 09 LAMINA PARA FARO TRASEROS · Excel GASTOS fila 2012 [origen gastos_caja id=1998],operativo_vehiculo,motor,0.55,true
6f7bedc2-d5d7-4f87-8d26-779cfd5473ae,2024-02-13,50,9,YARIS 09 REGULACION FRENOS · Excel GASTOS fila 2275 [origen gastos_caja id=2261],operativo_vehiculo,frenos,0.55,true
b1e1b6ae-107c-490c-95e7-4ac8148c893a,2024-03-07,170,1,YARIS 01 CUOTAS 3/6 CUALTA Y VALVULA · Excel GASTOS fila 2350 [origen gastos_caja id=2336],operativo_vehiculo,motor,0.55,true
72d70c68-03a6-4174-bbfb-490d80c05cee,2024-03-07,60,5,YARIS 05 REVISON DE LUZ DE VALVULA · Excel GASTOS fila 2376 [origen gastos_caja id=2362],operativo_vehiculo,motor,0.55,true
3a3d0733-a623-4875-b8a4-b4753c33166b,2024-03-07,15,9,YARIS 09 REGULACION FRENOS · Excel GASTOS fila 2380 [origen gastos_caja id=2366],operativo_vehiculo,frenos,0.55,true
0379bb6c-bb99-421e-aba4-f7da02610fd9,2024-04-06,170,1,YARIS 01 CUOTAS 4/6 CUALTA Y VALVULA · Excel GASTOS fila 2456 [origen gastos_caja id=2442],operativo_vehiculo,motor,0.55,true
c9281859-98a6-428c-b648-3c5a9e60574f,2024-05-09,170,1,YARIS 01 CUOTAS 5/6 CUALTA Y VALVULA · Excel GASTOS fila 2558 [origen gastos_caja id=2544],operativo_vehiculo,motor,0.55,true
79b732d5-3609-4d27-8946-15a8b0d882fa,2024-05-09,200,4,YARIS 04 1/7 CAMBIO DIRECCION TOTAL · Excel GASTOS fila 2581 [origen gastos_caja id=2567],operativo_vehiculo,motor,0.55,true
667b6f9d-b584-480a-a8ea-f98d458e95cf,2024-07-06,50,4,YARIS 04 CERTDICADO GAS FH · Excel GASTOS fila 2887 [origen gastos_caja id=2872],operativo_vehiculo,motor,0.55,true
e63a60ec-986f-4964-8de9-455bacbaf9a2,2024-11-08,20,3,VERSA 03 REGULACION FRENOS · Excel GASTOS fila 3388 [origen gastos_caja id=3373],operativo_vehiculo,frenos,0.55,true
f2c5c970-0065-4f9b-97fb-af9bc0923700,2024-11-08,50,1,YARIS 01 REC. TAMBOR  TRASERO · Excel GASTOS fila 3410 [origen gastos_caja id=3395],operativo_vehiculo,motor,0.55,true
aaf8b49a-d195-4c3a-907c-8ed8778c7f72,2024-12-03,60,9,YARIS 09 REGULACION FRENOS ELECTRICOS · Excel GASTOS fila 3523 [origen gastos_caja id=3508],operativo_vehiculo,frenos,0.55,true
0a49379f-5863-41e0-82cf-ea71b87c4735,2025-01-07,50,7,YARIS 07 GAS Y GASOLINSA · Excel GASTOS fila 3661 [origen gastos_caja id=3646],operativo_vehiculo,motor,0.55,true
f02f4dfd-b6cb-411d-b320-14df5a81c6fd,2025-01-07,25,7,YARIS 07 PLUMILLAS · Excel GASTOS fila 3663 [origen gastos_caja id=3648],operativo_vehiculo,motor,0.55,true
5c975b7c-23e6-419d-b8b0-fa116b1e6a87,2025-02-10,20,3,VERSA 03 REGULACION FRENOS · Excel GASTOS fila 3824 [origen gastos_caja id=3808],operativo_vehiculo,frenos,0.55,true
e2d17fb1-f2e2-491e-acae-b79d873bbadf,2025-05-12,20,5,YARIS 05 REGULACION FRENOS · Excel GASTOS fila 4271 [origen gastos_caja id=4255],operativo_vehiculo,frenos,0.55,true
c8d1e6e7-2d7d-4ba7-a7d8-861fb07fafb2,2025-08-07,50,4,YARIS 04 SEGURO  DE TAPAS  Y ARREGLO TAPA BARRO · Excel GASTOS fila 4789 [origen gastos_caja id=4773],operativo_vehiculo,motor,0.55,true
fc8cbf4c-ee32-4c7d-a545-862fe78f40bb,2025-10-06,80,5,YARIS 05 1/2 FAJA MAS RETEN DE SIGUEÑAL · Excel GASTOS fila 5113 [origen gastos_caja id=5097],operativo_vehiculo,motor,0.55,true
eba0fbfd-a8f6-490e-8e94-143ab1bdd6ca,2025-09-03,28,9,YARIS 09 REGULACION DE FRENOS POSTERIOR MAS LIQUIDO · Excel GASTOS fila 5181 [origen gastos_caja id=5165],operativo_vehiculo,frenos,0.55,true
088948c4-2b92-4028-9312-0d7b1c3270da,2025-10-14,30,3,VERSA 03 REGULACION DE FRENO POSTERIOR MAS LA PASTILLA · Excel GASTOS fila 5204 [origen gastos_caja id=5188],operativo_vehiculo,frenos,0.55,true
62ed842c-b0f9-4b44-a97f-3f04475ffa2d,2025-11-04,75,5,YARIS 05 2/2 FAJA MAS RETEN DE SIGUEÑAL · Excel GASTOS fila 5288 [origen gastos_caja id=5272],operativo_vehiculo,motor,0.55,true
d13a2905-c0e7-44d5-b9a9-5ea2b22f2e30,2026-01-06,140,5,YARIS 05 1/2 ARREGLO COMPUTADORA · Excel GASTOS fila 5743 [origen gastos_caja id=5727],operativo_vehiculo,motor,0.55,true
16779c13-7429-43ce-845f-2e7cd5ce7f76,2026-01-06,90,7,YARIS 07 ARREGLO · Excel GASTOS fila 5845 [origen gastos_caja id=5829],operativo_vehiculo,motor,0.55,true
d3a147ca-c01e-437a-9922-5716e64cca9b,2026-02-04,40,8,YARIS 08 LIMPIEZA CONDENSADOR · Excel GASTOS fila 6029 [origen gastos_caja id=6013],operativo_vehiculo,motor,0.55,true
5b6d5d73-6403-4e4d-bca7-d42893ff5a95,2026-02-04,25,3,VERSA 03 PLUMILLAS · Excel GASTOS fila 6083 [origen gastos_caja id=6067],operativo_vehiculo,motor,0.55,true
421d1164-8d2d-47a2-9df9-a85f42435d7c,2026-02-04,30,3,VERSA 03  ARREGLO GUANTERA · Excel GASTOS fila 6087 [origen gastos_caja id=6071],operativo_vehiculo,motor,0.55,true
4542b986-9fd5-44b0-9e54-09e7799b71c3,2026-04-06,65,8,YARIS 08 CLAXON CARACOL HELLA · Excel GASTOS fila 6541 [origen gastos_caja id=6524],operativo_vehiculo,motor,0.55,true
0ac0520b-1892-423c-b3d4-5f636525aea7,2024-02-08,72,22,VERSA 22 PERMISO LUNAS · Excel GASTOS fila 2255 [origen gastos_caja id=2241],operativo_vehiculo,motor,0.55,true
c97006dc-3d01-47b2-a107-203d44375fda,2024-09-06,130,26,VERSA 26  3/4  2 AMORTIGUADRES · Excel GASTOS fila 3179 [origen gastos_caja id=3164],operativo_vehiculo,motor,0.55,true
a1874b8a-b260-4d69-9f81-30fb628bdd02,2024-10-07,130,26,VERSA 26  4/4  2 AMORTIGUADRES · Excel GASTOS fila 3253 [origen gastos_caja id=3238],operativo_vehiculo,motor,0.55,true
67ba361f-66e0-4ab0-8bcc-9b1483273d58,2026-04-07,100,27,VERSA 27 1/2 FLOTADOR MAS MEDIDOR DE GAS MOD · Excel GASTOS fila 6442 [origen gastos_caja id=6425],operativo_vehiculo,motor,0.55,true
05c4d69c-6372-412a-85f8-816834b9a59f,2023-04-05,240,2,YARIS 02 LIMPIEZA CONDENSADOR SACARLO MAS ORRINES VALVULA Y RECARGA · Excel GASTOS fila 1208 [origen gastos_caja id=1198],operativo_vehiculo,motor,0.55,true
a2b17119-90a2-4425-b222-540bd678744e,2024-02-08,170,1,YARIS 01 CUOTAS 2/6 CUALTA Y VALVULA · Excel GASTOS fila 2228 [origen gastos_caja id=2214],operativo_vehiculo,motor,0.55,true
ed240112-c5a2-4b60-9195-ee44ee8b8b4f,2026-02-04,140,5,YARIS 05 2/2 ARREGLO COMPUTADORA · Excel GASTOS fila 5974 [origen gastos_caja id=5958],operativo_vehiculo,motor,0.55,true
e42d7cd5-c3b9-4539-9b50-988a6cf9eb02,2019-05-31,90,5,[MAYO] YARIS 05 ANS-117 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
de44b8d1-46b8-4a0a-bf35-77d03379d545,2019-02-28,100,3,[FEBRERO] VERSA 03 AVW-255 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
2738c0ce-209a-4d82-9d23-e3a2504f5c18,2019-05-31,100,3,[MAYO] VERSA 03 AVW-255 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
1703eac9-a7f0-48d5-aa0b-8a6e1a129a48,2019-08-29,100,3,[AGOSTO] VERSA 03 AVW-255 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
139510a2-74b6-4ba1-9aab-1a3450a877e7,2019-11-14,100,3,[NOVIEMBRE] VERSA 03 AVW-255 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
d4f67d39-ceaa-41e0-b54d-9a13545482d8,2024-04-09,60,4,[ABRIL] YARIS  04 F7S-684 — GATA MAS SEGURO ESPEJO,operativo_vehiculo,motor,0.55,true
8725084f-1c29-4904-915c-0b363a036be6,2019-02-28,90,5,[FEBRERO] YARIS 05 ANS-117 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
0f17c290-6b12-47d4-ad70-1af36218a192,2019-08-29,90,5,[AGOSTO] YARIS 05 ANS-117 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
def440b5-3029-490c-a4f4-df816d7e76e5,2019-11-14,90,5,[NOVIEMBRE] YARIS 05 ANS-117 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
552f394d-f543-4b08-a6e2-3ace02a19dd6,2022-05-20,100,5,[MAYO] YARIS 05 ANS-117 — TAPAS ARO Y SEGURO,operativo_vehiculo,motor,0.55,true
2194bb4a-b7d4-4824-a4a4-7aec2cbf1b48,2023-10-13,100,5,[OCTUBRE] YARIS 05 ANS-117 — tapas mas seguro aro,operativo_vehiculo,motor,0.55,true
0b4c217b-c868-452d-9b07-7c9813a0842e,2025-07-10,110,5,[JULIO] YARIS 05 ANS-117 — 4 TAPAS Y SEGURO,operativo_vehiculo,motor,0.55,true
9b014d09-b4fe-4739-b8f7-9feaea420054,2025-12-20,125,5,[DICIEMBRE] YARIS 05 ANS-117 — SEGURO COMPUTADORA,operativo_vehiculo,motor,0.55,true
e9cb129c-4b72-4567-81e2-2a02a5f41c22,2019-05-16,100,6,[MAYO] YARIS 06 ARF-480 — impuesto sat,operativo_vehiculo,motor,0.55,true
16bda875-917d-4d12-9e50-b4f9d26b0b51,2019-08-29,50,6,[AGOSTO] YARIS 06 ARF-480 — impuesto sat,operativo_vehiculo,motor,0.55,true
f1362a51-71da-4bca-b567-1068373e59ad,2019-11-14,100,6,[NOVIEMBRE] YARIS 06 ARF-480 — impuesto sat,operativo_vehiculo,motor,0.55,true
5d1b6bdb-f759-49df-9d81-3f81c997f55f,2025-05-20,10,8,[MAYO] YARIS 08 AHB-559 — CAMBIO DE TUERCA SEGURO,operativo_vehiculo,motor,0.55,true
87839099-3c47-4107-aa2a-0ae89a6e6a12,2019-01-20,210,9,[ENERO (2019)] YARIS 09 AUG-396 — seguro rimac cuota,operativo_vehiculo,motor,0.55,true
47a70b4f-16cd-4a08-abec-9df2f17e9ba6,2019-02-28,100,9,[FEBRERO] YARIS 09 AUG-396 — IMPUESTO CARRO,operativo_vehiculo,motor,0.55,true
c472e222-b885-4105-92bb-4cda224b2ed7,2019-05-31,100,9,[MAYO] YARIS 09 AUG-396 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
20d69b56-6bb2-4028-86de-623f0c137715,2019-08-29,100,9,[AGOSTO] YARIS 09 AUG-396 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
9e08ccfc-cebf-4bca-b1f2-1a88c39dcaad,2019-11-14,100,9,[NOVIEMBRE] YARIS 09 AUG-396 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
b70092dd-c0d1-418a-abfa-a194a685b467,2022-12-28,40,9,[DICIEMBRE] YARIS 09 AUG-396 — JESUS EDGAR DOCUMENTO ATU,operativo_vehiculo,motor,0.55,true
f019ff82-dc49-4e13-b299-8df6dbd7f76c,2019-01-29,200,10,[ENERO (2019)] RIO 10 ARD-444 — impuesto nils sat,operativo_vehiculo,motor,0.55,true
d0cf342e-5e23-4eb9-abd0-9909333032d2,2019-12-18,30,10,[DICIEMBRE] RIO 10 ARD-444 — SEGURO ESPEJOS,operativo_vehiculo,motor,0.55,true
84ea4291-cb3d-46da-b125-2dd85f6118c6,2020-02-21,100,11,[FEBRERO] RIO 11 AVG-048 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
4279893c-9f68-4320-bc6b-dbc2ed61e2d9,2020-02-21,100,12,[FEBRERO] RIO 12 BBL-091 — PAGO IMPUESTOS SAT,operativo_vehiculo,motor,0.55,true
3e830204-19f7-401d-a99a-a6f8f9e3f41e,2020-02-21,100,13,[FEBRERO] RIO 13 BDI-391 — PAGO IMPUESTOS SAT,operativo_vehiculo,motor,0.55,true
cc015e82-615a-4c59-b486-603b66314f59,2019-05-26,560,14,[MAYO] RIO 14 APP-260 — PAGO RIMAC SEGUROS,operativo_vehiculo,motor,0.55,true
a9e50a79-ecf0-4d69-b02c-8c925c2b6091,2019-08-29,50,15,[AGOSTO] YARIS 15 APZ-588 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
0d5d9f19-6663-48d8-a557-db3c5ff22bd2,2019-11-14,100,15,[NOVIEMBRE] YARIS 15 APZ-588 — IMPUESTO SAT,operativo_vehiculo,motor,0.55,true
79fe97ae-7f0b-476e-9abe-d882ed0b22a2,2020-11-16,100,16,[NOVIEMBRE] VERSA 16 ANW-033 — DOCUMENTO SUNARP 22 Y DUPLICADO TARJETA DE PROPIEDAD 01,operativo_vehiculo,motor,0.55,true
55fbfe38-c8fc-4190-9c7a-a7439647f94f,2023-08-02,9,18,[AGOSTO] VERSA 18 AWC-679 — TAXI DOCUMENTOS ATU,operativo_vehiculo,motor,0.55,true
aa4bd1aa-d47e-4c2a-aaea-963a1dcfbbc4,2023-02-17,135,19,[FEBRERO] versa 19 BET-613 — 110 tapas mas seguro ruedas + 25plumillas,operativo_vehiculo,motor,0.55,true
ce60a77b-75ef-41ef-99c7-0295df26646a,2020-12-09,25,21,[DICIEMBRE] VERSA 21 BJL-403 — SEGURO DE AROS,operativo_vehiculo,motor,0.55,true
10a0a9df-c3fb-4bba-ade4-d5ac8616e0fd,2023-04-21,310,24,[ABRIL] VERSA 24 BMY-499 — gastos notariales compra versa 37,operativo_vehiculo,motor,0.55,true
436d8088-bf6c-414d-9d03-12c33014b335,2023-07-25,110,24,[JULIO] VERSA 24 BMY-499 — tapas y seguros aro,operativo_vehiculo,motor,0.55,true
bca1647c-5fb6-4116-88c9-926bea6906b3,2023-06-26,200,28,[JUNIO] VERSA 28 BRL-073 — JESUS EDGAR SETAME DOCUMENTO INDECOPI ATU POR 10 ANOS,operativo_vehiculo,motor,0.55,true
b67c39ba-9cb7-4e2c-90b4-edf02c803ba8,2024-11-07,10,30,[NOVIEMBRE] VERSA 30 (BLF-037) — SEGUROS TAPAS AROS,operativo_vehiculo,motor,0.55,true
e424967e-050c-4832-b6ee-33acd33c7e20,2025-05-27,50,30,[MAYO] VERSA 30 (BLF-037) — SEGUROS TAPAS AROS,operativo_vehiculo,motor,0.55,true
50c5cb3b-c88e-40de-9c6e-a4cfd58762c8,2023-01-31,18,32,[ENERO (2023)] VERSA 32 BTN-465 — seguro ruedas,operativo_vehiculo,motor,0.55,true
0949123c-ff76-4e9e-affa-faabe093d25b,2025-02-25,35,59,[FEBRERO] VERSA 59 BXV-477 — ENLLANTE Y NUVO SEGUROS,operativo_vehiculo,motor,0.55,true
886afe7f-46b3-4507-aed7-5c7470c7e92f,2025-05-07,100,64,[MAYO] VERSA 64 MK5-584 — GASTOS NOTARIALES,operativo_vehiculo,motor,0.55,true
1ead0a92-922a-4caf-9181-b64aedcad1b5,2025-05-06,80,64,[MAYO] VERSA 64 MK5-584 — SEGURO CAPOT CADENA,operativo_vehiculo,motor,0.55,true
d9839c62-2b29-43c1-90f7-1f712092ccd7,2025-07-29,30,69,[JULIO] VERSA 69 CBJ-476 — SEGURO DE TAPAS,operativo_vehiculo,motor,0.55,true
bb6e5367-29b2-4426-b247-6193c3768096,2025-11-28,120,70,[NOVIEMBRE] VERSA 70 CBK-370 — CADENA CAPOT  SEGURO,operativo_vehiculo,motor,0.55,true
